event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
de0a50,STCHE-7,CAMP_SAN_01,P05,55,25% OFF,28,26,1540,1072.5,-467.5,-30%,-2,-7%
eae38f,STVJD-1,CAMP_SAN_01,P13,350,BOGOF,73,286,25550,100100,74550,292%,499,684%
1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,BOGOF,52,178,53040,181560,128520,242%,304,585%
7f6f08,STBLR-7,CAMP_SAN_01,P05,55,25% OFF,24,20,1320,825,-495,-38%,-4,-17%
f63299,STVSK-0,CAMP_DIW_01,P02,860,33% OFF,301,526,258860,303081.2,44221.2,17%,225,75%
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,BOGOF,100,396,102000,403920,301920,296%,692,692%
15b3a7,STMYS-3,CAMP_DIW_01,P05,55,25% OFF,94,84,5170,3465,-1705,-33%,-10,-11%
8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,BOGOF,37,156,44030,185640,141610,322%,275,743%
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,25% OFF,34,27,14110,8403.75,-5706.25,-40%,-7,-21%
ac6273,STHYD-2,CAMP_DIW_01,P01,172,33% OFF,281,435,48332,50129.4,1797.4,4%,154,55%
e5804e,STHYD-0,CAMP_DIW_01,P01,172,33% OFF,316,521,54352,60040.04,5688.04,10%,205,65%
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,58968,40131,-18837,-32%,-35,-9%
3f2255,STBLR-3,CAMP_DIW_01,P02,860,33% OFF,381,563,327660,324400.6,-3259.4,-1%,182,48%
75f9b8,STCHE-4,CAMP_SAN_01,P06,415,25% OFF,27,22,11205,6847.5,-4357.5,-39%,-5,-19%
df380c,STBLR-5,CAMP_SAN_01,P05,55,25% OFF,25,21,1375,866.25,-508.75,-37%,-4,-16%
3a1cad,STMDU-3,CAMP_DIW_01,P12,62,50% OFF,87,93,5394,2883,-2511,-47%,6,7%
d730ac,STCHE-0,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,8092.5,-4772.5,-37%,-5,-16%
8aa62d,STCHE-2,CAMP_SAN_01,P12,62,50% OFF,67,74,4154,2294,-1860,-45%,7,10%
fd788c,STVSK-1,CAMP_DIW_01,P11,190,50% OFF,43,58,8170,5510,-2660,-33%,15,35%
fb9e95,STBLR-5,CAMP_DIW_01,P12,62,50% OFF,141,179,8742,5549,-3193,-37%,38,27%
cefb49,STMYS-3,CAMP_DIW_01,P02,860,33% OFF,322,386,276920,222413.2,-54506.8,-20%,64,20%
f0365e,STCHE-2,CAMP_DIW_01,P09,110,50% OFF,85,90,9350,4950,-4400,-47%,5,6%
1809f2,STVSK-4,CAMP_SAN_01,P06,415,25% OFF,22,15,9130,4668.75,-4461.25,-49%,-7,-32%
2e3594,STMDU-0,CAMP_DIW_01,P13,350,BOGOF,61,237,21350,82950,61600,289%,413,677%
e0ef00,STBLR-9,CAMP_SAN_01,P03,200,BOGOF,309,1226,61800,245200,183400,297%,2143,694%
46917a,STVSK-3,CAMP_DIW_01,P12,62,50% OFF,105,115,6510,3565,-2945,-45%,10,10%
63a2d2,STCHE-3,CAMP_DIW_01,P08,1190,BOGOF,47,186,55930,221340,165410,296%,325,691%
6ae178,STCHE-7,CAMP_SAN_01,P10,50,25% OFF,30,28,1500,1050,-450,-30%,-2,-7%
367e8d,STCBE-2,CAMP_SAN_01,P07,300,BOGOF,30,123,9000,36900,27900,310%,216,720%
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,16450,57050,40600,247%,279,594%
d1bfe5,STMDU-2,CAMP_DIW_01,P02,860,33% OFF,301,385,258860,221837,-37023,-14%,84,28%
9faad8,STHYD-0,CAMP_SAN_01,P09,90,25% OFF,54,44,4860,2970,-1890,-39%,-10,-19%
5947fb,STBLR-9,CAMP_SAN_01,P15,3000,500 Cashback,118,251,354000,627500,273500,77%,133,113%
e7f270,STVSK-0,CAMP_SAN_01,P01,172,33% OFF,211,322,36292,37107.28,815.28,2%,111,53%
06749d,STMDU-2,CAMP_DIW_01,P09,110,50% OFF,47,54,5170,2970,-2200,-43%,7,15%
eb4f04,STMLR-0,CAMP_SAN_01,P15,3000,500 Cashback,54,89,162000,222500,60500,37%,35,65%
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,25% OFF,43,40,17845,12450,-5395,-30%,-3,-7%
669d35,STCHE-1,CAMP_DIW_01,P12,62,50% OFF,108,124,6696,3844,-2852,-43%,16,15%
546cc3,STHYD-3,CAMP_SAN_01,P01,172,33% OFF,312,483,53664,55660.92,1996.92,4%,171,55%
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,15750,51800,36050,229%,251,558%
c4006c,STCBE-3,CAMP_DIW_01,P15,3000,500 Cashback,243,724,729000,1810000,1081000,148%,481,198%
8e1636,STBLR-4,CAMP_SAN_01,P15,3000,500 Cashback,109,249,327000,622500,295500,90%,140,128%
284539,STCHE-3,CAMP_SAN_01,P03,200,BOGOF,384,1678,76800,335600,258800,337%,2972,774%
84aa9b,STCHE-0,CAMP_SAN_01,P02,860,33% OFF,424,580,364640,334196,-30444,-8%,156,37%
fe1a8b,STBLR-8,CAMP_SAN_01,P15,3000,500 Cashback,126,278,378000,695000,317000,84%,152,121%
440bd9,STBLR-0,CAMP_SAN_01,P13,350,BOGOF,129,528,45150,184800,139650,309%,927,719%
63ef11,STCBE-4,CAMP_SAN_01,P09,90,25% OFF,46,38,4140,2565,-1575,-38%,-8,-17%
0312a8,STCHE-7,CAMP_DIW_01,P15,3000,500 Cashback,393,1375,1179000,3437500,2258500,192%,982,250%
4b8e08,STHYD-1,CAMP_SAN_01,P11,190,50% OFF,37,41,7030,3895,-3135,-45%,4,11%
b94bda,STMYS-0,CAMP_DIW_01,P13,350,BOGOF,56,168,19600,58800,39200,200%,280,500%
0c0339,STHYD-2,CAMP_DIW_01,P07,300,BOGOF,64,211,19200,63300,44100,230%,358,559%
c5176d,STCBE-2,CAMP_SAN_01,P01,172,33% OFF,196,307,33712,35378.68,1666.68,5%,111,57%
b5b0f5,STCBE-0,CAMP_SAN_01,P02,860,33% OFF,399,586,343140,337653.2,-5486.8,-2%,187,47%
66f526,STVJD-0,CAMP_SAN_01,P10,50,25% OFF,18,16,900,600,-300,-33%,-2,-11%
3153d6,STCBE-4,CAMP_SAN_01,P02,860,33% OFF,396,558,340560,321519.6,-19040.4,-6%,162,41%
a3caaa,STCHE-0,CAMP_DIW_01,P10,65,50% OFF,126,167,8190,5427.5,-2762.5,-34%,41,33%
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,1400,900,-500,-36%,-4,-14%
bed694,STTRV-1,CAMP_SAN_01,P10,50,25% OFF,15,14,750,525,-225,-30%,-1,-7%
817b4f,STCHE-5,CAMP_DIW_01,P11,190,50% OFF,78,92,14820,8740,-6080,-41%,14,18%
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,64260,248880,184620,287%,425,675%
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,61400,240000,178600,291%,2093,682%
e025ee,STVSK-1,CAMP_SAN_01,P07,300,BOGOF,27,107,8100,32100,24000,296%,187,693%
0f5588,STMYS-3,CAMP_DIW_01,P03,156,25% OFF,378,332,58968,38844,-20124,-34%,-46,-12%
2e0950,STBLR-0,CAMP_DIW_01,P05,55,25% OFF,133,114,7315,4702.5,-2612.5,-36%,-19,-14%
62e500,STCHE-7,CAMP_DIW_01,P01,172,33% OFF,346,505,59512,58196.2,-1315.8,-2%,159,46%
37cb7c,STCHE-0,CAMP_DIW_01,P13,350,BOGOF,61,203,21350,71050,49700,233%,345,566%
543c36,STHYD-4,CAMP_SAN_01,P07,300,BOGOF,58,225,17400,67500,50100,288%,392,676%
d41d53,STCHE-5,CAMP_DIW_01,P01,172,33% OFF,334,424,57448,48861.76,-8586.24,-15%,90,27%
5f65df,STCHE-2,CAMP_SAN_01,P13,350,BOGOF,105,423,36750,148050,111300,303%,741,706%
9acfa3,STCHE-0,CAMP_DIW_01,P12,62,50% OFF,115,154,7130,4774,-2356,-33%,39,34%
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,33600,131950,98350,293%,658,685%
75f30e,STCHE-2,CAMP_SAN_01,P15,3000,500 Cashback,117,251,351000,627500,276500,79%,134,115%
b6b840,STCBE-1,CAMP_DIW_01,P02,860,33% OFF,244,312,209840,179774.4,-30065.6,-14%,68,28%
7b49ce,STVJD-1,CAMP_DIW_01,P15,3000,500 Cashback,224,685,672000,1712500,1040500,155%,461,206%
a107c4,STVJD-0,CAMP_SAN_01,P05,55,25% OFF,16,14,880,577.5,-302.5,-34%,-2,-13%
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,126480,524280,397800,315%,904,729%
00a7c3,STTRV-1,CAMP_SAN_01,P02,860,33% OFF,231,314,198660,180926.8,-17733.2,-9%,83,36%
fe68f2,STBLR-2,CAMP_SAN_01,P01,172,33% OFF,304,428,52288,49322.72,-2965.28,-6%,124,41%
c8e17c,STMLR-1,CAMP_DIW_01,P02,860,33% OFF,166,252,142760,145202.4,2442.4,2%,86,52%
8376c6,STHYD-5,CAMP_SAN_01,P01,172,33% OFF,336,467,57792,53817.08,-3974.92,-7%,131,39%
bf49bf,STCHE-4,CAMP_SAN_01,P14,1020,BOGOF,111,473,113220,482460,369240,326%,835,752%
aa54a7,STHYD-1,CAMP_DIW_01,P13,350,BOGOF,91,281,31850,98350,66500,209%,471,518%
4aa530,STMYS-0,CAMP_DIW_01,P02,860,33% OFF,465,674,399900,388358.8,-11541.2,-3%,209,45%
5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,33% OFF,468,599,402480,345143.8,-57336.2,-14%,131,28%
ce68be,STCHE-3,CAMP_SAN_01,P01,172,33% OFF,310,421,53320,48516.04,-4803.96,-9%,111,36%
9acae6,STMYS-0,CAMP_DIW_01,P05,55,25% OFF,73,65,4015,2681.25,-1333.75,-33%,-8,-11%
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,BOGOF,106,454,37100,158900,121800,328%,802,757%
6909d3,STBLR-2,CAMP_DIW_01,P02,860,33% OFF,390,585,335400,337077,1677,0%,195,50%
d5769b,STCBE-2,CAMP_SAN_01,P09,90,25% OFF,42,34,3780,2295,-1485,-39%,-8,-19%
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,13695,8715,-4980,-36%,-5,-15%
5.80E+27,STMYS-2,CAMP_DIW_01,P07,300,BOGOF,73,215,21900,64500,42600,195%,357,489%
ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,25% OFF,19,14,1045,577.5,-467.5,-45%,-5,-26%
14ff29,STBLR-3,CAMP_SAN_01,P11,190,50% OFF,43,62,8170,5890,-2280,-28%,19,44%
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,4410,2497.5,-1912.5,-43%,-12,-24%
5bc324,STTRV-1,CAMP_DIW_01,P14,1020,BOGOF,19,66,19380,67320,47940,247%,113,595%
87564a,STCHE-6,CAMP_DIW_01,P04,290,25% OFF,346,269,100340,58507.5,-41832.5,-42%,-77,-22%
6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,25% OFF,15,12,825,495,-330,-40%,-3,-20%
7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,50% OFF,66,71,12540,6745,-5795,-46%,5,8%
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,25550,100450,74900,293%,501,686%
bfc9da,STBLR-9,CAMP_SAN_01,P04,370,BOGOF,387,1509,143190,558330,415140,290%,2631,680%
788131,STBLR-3,CAMP_DIW_01,P10,65,50% OFF,108,145,7020,4712.5,-2307.5,-33%,37,34%
9ebcf9,STVSK-4,CAMP_DIW_01,P10,65,50% OFF,80,109,5200,3542.5,-1657.5,-32%,29,36%
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,5670,3442.5,-2227.5,-39%,-12,-19%
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,BOGOF,75,297,76500,302940,226440,296%,519,692%
de6e7e,STVSK-1,CAMP_SAN_01,P15,3000,500 Cashback,88,186,264000,465000,201000,76%,98,111%
8f80ed,STVSK-3,CAMP_DIW_01,P11,190,50% OFF,52,57,9880,5415,-4465,-45%,5,10%
a298bc,STVJD-1,CAMP_DIW_01,P07,300,BOGOF,33,109,9900,32700,22800,230%,185,561%
003c65,STBLR-9,CAMP_SAN_01,P13,350,BOGOF,114,457,39900,159950,120050,301%,800,702%
5f313a,STCHE-2,CAMP_DIW_01,P10,65,50% OFF,124,135,8060,4387.5,-3672.5,-46%,11,9%
4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,50% OFF,46,63,8740,5985,-2755,-32%,17,37%
cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,25% OFF,34,28,3060,1890,-1170,-38%,-6,-18%
6.59E+23,STVJD-0,CAMP_SAN_01,P01,172,33% OFF,186,252,31992,29040.48,-2951.52,-9%,66,35%
5abaf9,STCHE-3,CAMP_SAN_01,P07,300,BOGOF,37,155,11100,46500,35400,319%,273,738%
bb83e5,STMDU-2,CAMP_DIW_01,P08,1190,BOGOF,40,133,47600,158270,110670,233%,226,565%
531a22,STBLR-3,CAMP_DIW_01,P11,190,50% OFF,71,90,13490,8550,-4940,-37%,19,27%
fe1c63,STMYS-3,CAMP_DIW_01,P11,190,50% OFF,71,76,13490,7220,-6270,-46%,5,7%
6046fa,STBLR-4,CAMP_DIW_01,P12,62,50% OFF,141,180,8742,5580,-3162,-36%,39,28%
ef95a9,STBLR-3,CAMP_DIW_01,P13,350,BOGOF,87,298,30450,104300,73850,243%,509,585%
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,1850,1162.5,-687.5,-37%,-6,-16%
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,38760,121380,82620,213%,200,526%
c4a484,STMYS-2,CAMP_DIW_01,P01,172,33% OFF,295,454,50740,52318.96,1578.96,3%,159,54%
fb70b4,STCHE-2,CAMP_DIW_01,P03,156,25% OFF,355,347,55380,40599,-14781,-27%,-8,-2%
1bfbb8,STCHE-7,CAMP_DIW_01,P12,62,50% OFF,171,222,10602,6882,-3720,-35%,51,30%
a6276f,STCHE-4,CAMP_DIW_01,P14,1020,BOGOF,56,224,57120,228480,171360,300%,392,700%
f95092,STVSK-1,CAMP_SAN_01,P13,350,BOGOF,124,500,43400,175000,131600,303%,876,706%
da99ec,STCHE-5,CAMP_DIW_01,P14,1020,BOGOF,54,184,55080,187680,132600,241%,314,581%
9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,BOGOF,29,97,29580,98940,69360,234%,165,569%
11971a,STHYD-2,CAMP_SAN_01,P11,190,50% OFF,45,62,8550,5890,-2660,-31%,17,38%
3426bd,STCBE-0,CAMP_DIW_01,P10,65,50% OFF,80,124,5200,4030,-1170,-23%,44,55%
46021e,STCHE-1,CAMP_SAN_01,P07,300,BOGOF,31,79,9300,23700,14400,155%,127,410%
29687a,STVJD-0,CAMP_SAN_01,P02,860,33% OFF,298,420,256280,242004,-14276,-6%,122,41%
655aa2,STHYD-0,CAMP_DIW_01,P10,65,50% OFF,112,170,7280,5525,-1755,-24%,58,52%
49e9ea,STHYD-2,CAMP_SAN_01,P04,370,BOGOF,415,1672,153550,618640,465090,303%,2929,706%
0beb9b,STVSK-2,CAMP_SAN_01,P12,62,50% OFF,28,43,1736,1333,-403,-23%,15,54%
29411f,STBLR-6,CAMP_SAN_01,P08,1190,BOGOF,69,303,82110,360570,278460,339%,537,778%
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,16600,10271.25,-6328.75,-38%,-7,-18%
918a17,STVSK-1,CAMP_DIW_01,P14,1020,BOGOF,26,91,26520,92820,66300,250%,156,600%
1e5c85,STBLR-7,CAMP_DIW_01,P01,172,33% OFF,341,606,58652,69835.44,11183.44,19%,265,78%
7d89b1,STVSK-3,CAMP_DIW_01,P08,1190,BOGOF,45,138,53550,164220,110670,207%,231,513%
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,27300,95900,68600,251%,470,603%
35637b,STVSK-4,CAMP_DIW_01,P03,156,25% OFF,301,237,46956,27729,-19227,-41%,-64,-21%
e788e5,STMYS-0,CAMP_SAN_01,P10,50,25% OFF,30,24,1500,900,-600,-40%,-6,-20%
5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,BOGOF,304,1340,60800,268000,207200,341%,2376,782%
e96e9d,STHYD-1,CAMP_DIW_01,P15,3000,500 Cashback,362,959,1086000,2397500,1311500,121%,597,165%
6a7fa1,STVJD-1,CAMP_SAN_01,P14,1020,BOGOF,61,243,62220,247860,185640,298%,425,697%
1274dc,STCBE-4,CAMP_DIW_01,P09,110,50% OFF,54,68,5940,3740,-2200,-37%,14,26%
fc7056,STBLR-2,CAMP_DIW_01,P08,1190,BOGOF,40,135,47600,160650,113050,238%,230,575%
69a46e,STCHE-2,CAMP_DIW_01,P01,172,33% OFF,320,416,55040,47939.84,-7100.16,-13%,96,30%
a05e82,STMYS-3,CAMP_SAN_01,P13,350,BOGOF,124,527,43400,184450,141050,325%,930,750%
da1969,STVSK-1,CAMP_SAN_01,P03,200,BOGOF,322,1291,64400,258200,193800,301%,2260,702%
2fc575,STBLR-0,CAMP_DIW_01,P12,62,50% OFF,147,198,9114,6138,-2976,-33%,51,35%
4ced30,STCHE-3,CAMP_SAN_01,P09,90,25% OFF,60,49,5400,3307.5,-2092.5,-39%,-11,-18%
a37110,STHYD-0,CAMP_DIW_01,P04,290,25% OFF,367,330,106430,71775,-34655,-33%,-37,-10%
8829ef,STCBE-0,CAMP_SAN_01,P12,62,50% OFF,39,61,2418,1891,-527,-22%,22,56%
aa6972,STMDU-0,CAMP_DIW_01,P12,62,50% OFF,103,131,6386,4061,-2325,-36%,28,27%
dd8425,STCHE-0,CAMP_SAN_01,P11,190,50% OFF,49,71,9310,6745,-2565,-28%,22,45%
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,4050,2430,-1620,-40%,-9,-20%
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,25% OFF,28,22,2520,1485,-1035,-41%,-6,-21%
6eede8,STTRV-0,CAMP_SAN_01,P11,190,50% OFF,22,30,4180,2850,-1330,-32%,8,36%
092c09,STHYD-5,CAMP_DIW_01,P08,1190,BOGOF,43,147,51170,174930,123760,242%,251,584%
3f34d5,STCBE-2,CAMP_DIW_01,P09,110,50% OFF,50,80,5500,4400,-1100,-20%,30,60%
2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,500 Cashback,390,1318,1170000,3295000,2125000,182%,928,238%
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,750,-500,-40%,-5,-20%
4ad12b,STBLR-4,CAMP_DIW_01,P15,3000,500 Cashback,407,1245,1221000,3112500,1891500,155%,838,206%
1824c2,STHYD-6,CAMP_SAN_01,P12,62,50% OFF,67,93,4154,2883,-1271,-31%,26,39%
9b309b,STMYS-0,CAMP_SAN_01,P09,90,25% OFF,67,56,6030,3780,-2250,-37%,-11,-16%
0dfaac,STCHE-6,CAMP_DIW_01,P02,860,33% OFF,434,629,373240,362429.8,-10810.2,-3%,195,45%
652101,STBLR-1,CAMP_DIW_01,P07,300,BOGOF,61,189,18300,56700,38400,210%,317,520%
6ec0eb,STCHE-2,CAMP_DIW_01,P15,3000,500 Cashback,369,1073,1107000,2682500,1575500,142%,704,191%
07ee94,STCHE-4,CAMP_DIW_01,P03,156,25% OFF,369,332,57564,38844,-18720,-33%,-37,-10%
4a34a6,STVSK-4,CAMP_SAN_01,P09,90,25% OFF,34,25,3060,1687.5,-1372.5,-45%,-9,-26%
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,25% OFF,37,26,3330,1755,-1575,-47%,-11,-30%
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,25% OFF,16,13,6640,4046.25,-2593.75,-39%,-3,-19%
0d70f7,STVSK-2,CAMP_DIW_01,P01,172,33% OFF,210,367,36120,42293.08,6173.08,17%,157,75%
deea3e,STMLR-1,CAMP_SAN_01,P14,1020,BOGOF,51,198,52020,201960,149940,288%,345,676%
699bac,STCHE-7,CAMP_SAN_01,P07,300,BOGOF,42,183,12600,54900,42300,336%,324,771%
cc4a67,STTRV-0,CAMP_DIW_01,P03,156,25% OFF,187,181,29172,21177,-7995,-27%,-6,-3%
b456c0,STBLR-3,CAMP_DIW_01,P06,415,25% OFF,91,72,37765,22410,-15355,-41%,-19,-21%
d2dc77,STMLR-0,CAMP_DIW_01,P13,350,BOGOF,40,119,14000,41650,27650,198%,198,495%
f78e86,STCHE-3,CAMP_DIW_01,P06,415,25% OFF,77,67,31955,20853.75,-11101.25,-35%,-10,-13%
9d1009,STHYD-0,CAMP_DIW_01,P06,415,25% OFF,78,68,32370,21165,-11205,-35%,-10,-13%
0179b3,STMLR-2,CAMP_SAN_01,P05,55,25% OFF,15,12,825,495,-330,-40%,-3,-20%
933cae,STCHE-3,CAMP_SAN_01,P06,415,25% OFF,28,23,11620,7158.75,-4461.25,-38%,-5,-18%
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,141340,606060,464720,329%,2894,758%
b55027,STCHE-6,CAMP_SAN_01,P10,50,25% OFF,31,22,1550,825,-725,-47%,-9,-29%
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,65830,37410,-28420,-43%,-55,-24%
1142fd,STVSK-3,CAMP_DIW_01,P05,55,25% OFF,71,63,3905,2598.75,-1306.25,-33%,-8,-11%
35e1c7,STBLR-1,CAMP_DIW_01,P14,1020,BOGOF,54,169,55080,172380,117300,213%,284,526%
80255e,STMDU-0,CAMP_DIW_01,P05,55,25% OFF,57,50,3135,2062.5,-1072.5,-34%,-7,-12%
37cb87,STBLR-1,CAMP_SAN_01,P07,300,BOGOF,46,115,13800,34500,20700,150%,184,400%
fd5855,STVSK-4,CAMP_SAN_01,P08,1190,BOGOF,25,64,29750,76160,46410,156%,103,412%
0f714a,STVJD-1,CAMP_SAN_01,P06,415,25% OFF,16,11,6640,3423.75,-3216.25,-48%,-5,-31%
4ab3c2,STVSK-1,CAMP_DIW_01,P09,110,50% OFF,64,81,7040,4455,-2585,-37%,17,27%
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,4860,2632.5,-2227.5,-46%,-15,-28%
ad783e,STCHE-4,CAMP_SAN_01,P10,50,25% OFF,30,25,1500,937.5,-562.5,-38%,-5,-17%
cf616b,STMYS-2,CAMP_DIW_01,P09,110,50% OFF,64,84,7040,4620,-2420,-34%,20,31%
e5e0dc,STHYD-0,CAMP_SAN_01,P07,300,BOGOF,52,204,15600,61200,45600,292%,356,685%
30bacd,STBLR-3,CAMP_DIW_01,P14,1020,BOGOF,42,143,42840,145860,103020,240%,244,581%
68e849,STMLR-2,CAMP_DIW_01,P06,415,25% OFF,40,34,16600,10582.5,-6017.5,-36%,-6,-15%
c3b647,STCHE-5,CAMP_SAN_01,P08,1190,BOGOF,64,256,76160,304640,228480,300%,448,700%
5dfa52,STVSK-2,CAMP_DIW_01,P04,290,25% OFF,244,217,70760,47197.5,-23562.5,-33%,-27,-11%
9d63a7,STHYD-6,CAMP_SAN_01,P08,1190,BOGOF,43,166,51170,197540,146370,286%,289,672%
9fae1c,STHYD-2,CAMP_DIW_01,P15,3000,500 Cashback,400,1176,1200000,2940000,1740000,145%,776,194%
ae288b,STMYS-0,CAMP_DIW_01,P11,190,50% OFF,89,113,16910,10735,-6175,-37%,24,27%
f940cf,STHYD-6,CAMP_DIW_01,P13,350,BOGOF,77,260,26950,91000,64050,238%,443,575%
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,BOGOF,79,349,80580,355980,275400,342%,619,784%
a7c40d,STMLR-1,CAMP_DIW_01,P09,110,50% OFF,38,50,4180,2750,-1430,-34%,12,32%
d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,25% OFF,61,50,3355,2062.5,-1292.5,-39%,-11,-18%
9953ec,STTRV-0,CAMP_SAN_01,P04,370,BOGOF,187,733,69190,271210,202020,292%,1279,684%
fc9ab7,STCBE-1,CAMP_DIW_01,P08,1190,BOGOF,40,140,47600,166600,119000,250%,240,600%
f32df2,STHYD-6,CAMP_DIW_01,P04,290,25% OFF,390,339,113100,73732.5,-39367.5,-35%,-51,-13%
cf6323,STTRV-0,CAMP_DIW_01,P15,3000,500 Cashback,190,547,570000,1367500,797500,140%,357,188%
5372de,STCBE-3,CAMP_SAN_01,P10,50,25% OFF,28,22,1400,825,-575,-41%,-6,-21%
24054f,STBLR-4,CAMP_DIW_01,P09,110,50% OFF,89,116,9790,6380,-3410,-35%,27,30%
4f75fe,STMYS-2,CAMP_DIW_01,P08,1190,BOGOF,42,123,49980,146370,96390,193%,204,486%
21a8a0,STBLR-4,CAMP_SAN_01,P01,172,33% OFF,286,394,49192,45404.56,-3787.44,-8%,108,38%
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,54600,219400,164800,302%,1921,704%
cdb883,STMDU-0,CAMP_SAN_01,P12,62,50% OFF,46,66,2852,2046,-806,-28%,20,43%
9c2777,STCHE-6,CAMP_SAN_01,P02,860,33% OFF,463,629,398180,362429.8,-35750.2,-9%,166,36%
a6cb9e,STVSK-2,CAMP_SAN_01,P05,55,25% OFF,15,12,825,495,-330,-40%,-3,-20%
f23d14,STHYD-1,CAMP_SAN_01,P05,55,25% OFF,25,21,1375,866.25,-508.75,-37%,-4,-16%
ee68d9,STCHE-1,CAMP_SAN_01,P15,3000,500 Cashback,136,242,408000,605000,197000,48%,106,78%
5e1671,STCHE-2,CAMP_SAN_01,P10,50,25% OFF,34,30,1700,1125,-575,-34%,-4,-12%
e411c6,STHYD-4,CAMP_DIW_01,P15,3000,500 Cashback,323,965,969000,2412500,1443500,149%,642,199%
9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,50% OFF,94,120,6110,3900,-2210,-36%,26,28%
49706e,STMDU-3,CAMP_SAN_01,P15,3000,500 Cashback,120,274,360000,685000,325000,90%,154,128%
7e28fb,STHYD-4,CAMP_DIW_01,P06,415,25% OFF,96,92,39840,28635,-11205,-28%,-4,-4%
e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,50% OFF,33,50,6270,4750,-1520,-24%,17,52%
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,29750,118300,88550,298%,591,695%
fe4bf5,STCHE-4,CAMP_DIW_01,P06,415,25% OFF,91,80,37765,24900,-12865,-34%,-11,-12%
d91475,STMYS-0,CAMP_DIW_01,P07,300,BOGOF,61,189,18300,56700,38400,210%,317,520%
09d857,STHYD-5,CAMP_DIW_01,P02,860,33% OFF,386,594,331960,342262.8,10302.8,3%,208,54%
aa96fc,STCHE-4,CAMP_SAN_01,P04,370,BOGOF,379,1603,140230,593110,452880,323%,2827,746%
2c893f,STCHE-3,CAMP_DIW_01,P12,62,50% OFF,103,129,6386,3999,-2387,-37%,26,25%
bac74e,STBLR-9,CAMP_SAN_01,P01,172,33% OFF,319,449,54868,51742.76,-3125.24,-6%,130,41%
31c430,STHYD-1,CAMP_SAN_01,P01,172,33% OFF,312,393,53664,45289.32,-8374.68,-16%,81,26%
432f1d,STBLR-4,CAMP_SAN_01,P05,55,25% OFF,19,15,1045,618.75,-426.25,-41%,-4,-21%
6edb42,STBLR-8,CAMP_SAN_01,P10,50,25% OFF,36,26,1800,975,-825,-46%,-10,-28%
