event_id,store_id,campaign_id,product_code,Category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
19352c,STBLR-4,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,501,701,"? 4,30,860","? 4,03,916","-? 26,944",-6%,200,40%
415f7e,STVSK-2,CAMP_SAN_01,P07,Home Care,300,BOGOF,24,93,"? 7,200","? 27,900","? 20,700",288%,162,675%
5c7b20,STCBE-4,CAMP_DIW_01,P05,Home Care,55,25% OFF,101,89,"? 5,555","? 3,671","-? 1,884",-34%,-12,-12%
c6693c,STBLR-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,413,1102,"? 1,52,810","? 4,07,740","? 2,54,930",167%,1791,434%
0f750a,STBLR-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,451,613,"? 3,87,860","? 3,53,211","-? 34,649",-9%,162,36%
d31554,STMDU-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,80,70,"? 4,400","? 2,888","-? 1,513",-34%,-10,-13%
7151bb,STBLR-6,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,98,372,"? 34,300","? 1,30,200","? 95,900",280%,646,659%
8f9cc5,STMLR-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,29,100,"? 34,510","? 1,19,000","? 84,490",245%,171,590%
d81627,STCBE-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,355,1508,"? 1,31,350","? 5,57,960","? 4,26,610",325%,2661,750%
6e5da9,STVJD-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,25,35,"? 4,750","? 3,325","-? 1,425",-30%,10,40%
6e412f,STBLR-7,CAMP_SAN_01,P06,Home Care,415,25% OFF,34,28,"? 14,110","? 8,715","-? 5,395",-38%,-6,-18%
b110d3,STCBE-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,18,14,"? 7,470","? 4,358","-? 3,113",-42%,-4,-22%
c2ee4f,STVSK-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,58,148,"? 20,300","? 51,800","? 31,500",155%,238,410%
e45c30,STMDU-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,70,63,"? 29,050","? 19,609","-? 9,441",-33%,-7,-10%
353060,STBLR-7,CAMP_SAN_01,P11,Personal Care,190,50% OFF,45,73,"? 8,550","? 6,935","-? 1,615",-19%,28,62%
461ad4,STTRV-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,42,55,"? 4,620","? 3,025","-? 1,595",-35%,13,31%
cbf0ad,STCHE-6,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,358,1410,"? 71,600","? 2,82,000","? 2,10,400",294%,2462,688%
207744,STBLR-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,52,75,"? 3,224","? 2,325",-? 899,-28%,23,44%
ff02ae,STCBE-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,66,102,"? 12,540","? 9,690","-? 2,850",-23%,36,55%
6cb844,STBLR-3,CAMP_SAN_01,P10,Personal Care,50,25% OFF,28,21,"? 1,400",? 788,-? 613,-44%,-7,-25%
2b41a0,STBLR-3,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,450,634,"? 3,87,000","? 3,65,311","-? 21,689",-6%,184,41%
a50d87,STCBE-3,CAMP_DIW_01,P10,Personal Care,65,50% OFF,82,122,"? 5,330","? 3,965","-? 1,365",-26%,40,49%
18810a,STMYS-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,395,711,"? 3,39,700","? 4,09,678","? 69,978",21%,316,80%
608271,STMDU-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,122,342,"? 3,66,000","? 8,55,000","? 4,89,000",134%,220,180%
edacb9,STCHE-3,CAMP_DIW_01,P10,Personal Care,65,50% OFF,119,154,"? 7,735","? 5,005","-? 2,730",-35%,35,29%
ce95b1,STCHE-2,CAMP_DIW_01,P12,Personal Care,62,50% OFF,119,138,"? 7,378","? 4,278","-? 3,100",-42%,19,16%
6ae240,STBLR-4,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,94,371,"? 32,900","? 1,29,850","? 96,950",295%,648,689%
e2f6b2,STCHE-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,316,859,"? 9,48,000","? 21,47,500","? 11,99,500",127%,543,172%
6b0ee6,STMDU-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,47,157,"? 14,100","? 47,100","? 33,000",234%,267,568%
0aefa5,STVSK-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,33,27,"? 13,695","? 8,404","-? 5,291",-39%,-6,-18%
0f3f34,STCHE-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,99,87,"? 41,085","? 27,079","-? 14,006",-34%,-12,-12%
ed7b12,STVSK-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,16,13,? 800,? 488,-? 313,-39%,-3,-19%
debbd7,STCBE-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,45,72,"? 8,550","? 6,840","-? 1,710",-20%,27,60%
2b8abd,STCHE-2,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,105,407,"? 1,07,100","? 4,15,140","? 3,08,040",288%,709,675%
0da7fd,STVSK-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,408,632,"? 3,50,880","? 3,64,158","? 13,278",4%,224,55%
d58c29,STVSK-2,CAMP_SAN_01,P08,Home Care,1190,BOGOF,27,107,"? 32,130","? 1,27,330","? 95,200",296%,187,693%
861506,STCHE-6,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,334,260,"? 52,104","? 30,420","-? 21,684",-42%,-74,-22%
fd48ff,STCBE-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,367,1423,"? 1,35,790","? 5,26,510","? 3,90,720",288%,2479,675%
7912c8,STVSK-3,CAMP_SAN_01,P05,Home Care,55,25% OFF,19,15,"? 1,045",? 619,-? 426,-41%,-4,-21%
1768c2,STHYD-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,367,601,"? 3,15,620","? 3,46,296","? 30,676",10%,234,64%
61089e,STHYD-5,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,412,1615,"? 1,52,440","? 5,97,550","? 4,45,110",292%,2818,684%
e5e244,STBLR-5,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,351,526,"? 3,01,860","? 3,03,081","? 1,221",0%,175,50%
1f8bc3,STCBE-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,190,313,"? 32,680","? 36,070","? 3,390",10%,123,65%
5.00E+300,STVJD-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,24,80,"? 24,480","? 81,600","? 57,120",233%,136,567%
e8d896,STCHE-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,40,33,"? 2,000","? 1,238",-? 763,-38%,-7,-18%
2dd3f7,STHYD-4,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,341,327,"? 53,196","? 38,259","-? 14,937",-28%,-14,-4%
b7db9e,STHYD-4,CAMP_DIW_01,P05,Home Care,55,25% OFF,106,101,"? 5,830","? 4,166","-? 1,664",-29%,-5,-5%
13d333,STCHE-7,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,256,358,"? 44,032","? 41,256","-? 2,776",-6%,102,40%
77435f,STBLR-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,277,387,"? 47,644","? 44,598","-? 3,046",-6%,110,40%
3181a7,STCBE-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,28,31,"? 5,320","? 2,945","-? 2,375",-45%,3,11%
3ea719,STBLR-7,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,336,577,"? 2,88,960","? 3,32,467","? 43,507",15%,241,72%
3d8361,STMYS-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,47,184,"? 55,930","? 2,18,960","? 1,63,030",291%,321,683%
0d853d,STHYD-4,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,594,819,"? 5,10,840","? 4,71,908","-? 38,932",-8%,225,38%
4d9f1a,STCBE-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,59,69,"? 6,490","? 3,795","-? 2,695",-42%,10,17%
ea384f,STBLR-7,CAMP_SAN_01,P10,Personal Care,50,25% OFF,40,33,"? 2,000","? 1,238",-? 763,-38%,-7,-18%
9fcb92,STMDU-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,315,976,"? 9,45,000","? 24,40,000","? 14,95,000",158%,661,210%
b97eb0,STBLR-2,CAMP_SAN_01,P11,Personal Care,190,50% OFF,49,68,"? 9,310","? 6,460","-? 2,850",-31%,19,39%
90110c,STHYD-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,412,1615,"? 1,52,440","? 5,97,550","? 4,45,110",292%,2818,684%
72eed8,STHYD-4,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,376,360,"? 1,09,040","? 78,300","-? 30,740",-28%,-16,-4%
d552e3,STMDU-3,CAMP_SAN_01,P12,Personal Care,62,50% OFF,45,53,"? 2,790","? 1,643","-? 1,147",-41%,8,18%
74399f,STMYS-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,73,282,"? 25,550","? 98,700","? 73,150",286%,491,673%
f9b0ef,STVJD-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,56,54,"? 3,080","? 2,228",-? 853,-28%,-2,-4%
b838cd,STTRV-1,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,147,214,"? 25,284","? 24,661",-? 623,-2%,67,46%
191614,STMYS-3,CAMP_DIW_01,P10,Personal Care,65,50% OFF,103,109,"? 6,695","? 3,543","-? 3,153",-47%,6,6%
15265d,STCHE-5,CAMP_SAN_01,P12,Personal Care,62,50% OFF,58,65,"? 3,596","? 2,015","-? 1,581",-44%,7,12%
166989,STCBE-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,169,206,"? 29,068","? 23,739","-? 5,329",-18%,37,22%
18f69b,STMLR-2,CAMP_DIW_01,P10,Personal Care,65,50% OFF,61,68,"? 3,965","? 2,210","-? 1,755",-44%,7,11%
2cc7f0,STMDU-3,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,457,548,"? 3,93,020","? 3,15,758","-? 77,262",-20%,91,20%
f65a1e,STVSK-4,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,255,196,"? 73,950","? 42,630","-? 31,320",-42%,-59,-23%
bff226,STCBE-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,57,44,"? 23,655","? 13,695","-? 9,960",-42%,-13,-23%
d0356d,STCHE-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,45,152,"? 53,550","? 1,80,880","? 1,27,330",238%,259,576%
262ff3,STVSK-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,47,161,"? 16,450","? 56,350","? 39,900",243%,275,585%
0953d7,STVSK-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,387,530,"? 3,32,820","? 3,05,386","-? 27,434",-8%,143,37%
d2a08d,STCHE-5,CAMP_DIW_01,P10,Personal Care,65,50% OFF,141,157,"? 9,165","? 5,103","-? 4,063",-44%,16,11%
d33904,STMYS-3,CAMP_DIW_01,P07,Home Care,300,BOGOF,59,233,"? 17,700","? 69,900","? 52,200",295%,407,690%
13fd74,STMDU-3,CAMP_DIW_01,P05,Home Care,55,25% OFF,64,58,"? 3,520","? 2,393","-? 1,128",-32%,-6,-9%
c3ae5a,STBLR-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,39,55,"? 7,410","? 5,225","-? 2,185",-29%,16,41%
2384f8,STMYS-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,70,87,"? 7,700","? 4,785","-? 2,915",-38%,17,24%
14f79d,STVSK-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,252,196,"? 73,080","? 42,630","-? 30,450",-42%,-56,-22%
89bbca,STCBE-4,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,42,128,"? 14,700","? 44,800","? 30,100",205%,214,510%
61f82c,STBLR-5,CAMP_DIW_01,P11,Personal Care,190,50% OFF,63,81,"? 11,970","? 7,695","-? 4,275",-36%,18,29%
bcad3c,STMDU-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,201,305,"? 34,572","? 35,148",? 576,2%,104,52%
2749b0,STCHE-5,CAMP_SAN_01,P11,Personal Care,190,50% OFF,34,39,"? 6,460","? 3,705","-? 2,755",-43%,5,15%
9ce293,STMDU-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,255,1009,"? 51,000","? 2,01,800","? 1,50,800",296%,1763,691%
93dff2,STBLR-3,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,390,308,"? 60,840","? 36,036","-? 24,804",-41%,-82,-21%
339bf7,STCHE-5,CAMP_DIW_01,P05,Home Care,55,25% OFF,127,109,"? 6,985","? 4,496","-? 2,489",-36%,-18,-14%
5c8834,STBLR-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,24,19,"? 1,320",? 784,-? 536,-41%,-5,-21%
4162d7,STHYD-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,110,86,"? 6,050","? 3,548","-? 2,503",-41%,-24,-22%
60170c,STHYD-4,CAMP_DIW_01,P08,Home Care,1190,BOGOF,63,208,"? 74,970","? 2,47,520","? 1,72,550",230%,353,560%
4fbcf6,STHYD-1,CAMP_SAN_01,P06,Home Care,415,25% OFF,27,22,"? 11,205","? 6,848","-? 4,358",-39%,-5,-19%
1f1b71,STMDU-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,214,267,"? 36,808","? 30,769","-? 6,039",-16%,53,25%
96a556,STBLR-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,358,537,"? 3,07,880","? 3,09,419","? 1,539",1%,179,50%
6846a8,STVSK-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,201,174,"? 58,290","? 37,845","-? 20,445",-35%,-27,-13%
0a453f,STMYS-0,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,301,264,"? 46,956","? 30,888","-? 16,068",-34%,-37,-12%
fcee36,STMYS-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,66,92,"? 4,092","? 2,852","-? 1,240",-30%,26,39%
58ce38,STBLR-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,118,455,"? 41,300","? 1,59,250","? 1,17,950",286%,792,671%
4a5884,STHYD-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,57,90,"? 3,534","? 2,790",-? 744,-21%,33,58%
e7769b,STHYD-5,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,357,1046,"? 10,71,000","? 26,15,000","? 15,44,000",144%,689,193%
27c86c,STBLR-2,CAMP_DIW_01,P06,Home Care,415,25% OFF,92,81,"? 38,180","? 25,211","-? 12,969",-34%,-11,-12%
f35446,STTRV-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,33,43,"? 3,630","? 2,365","-? 1,265",-35%,10,30%
4a42f9,STBLR-7,CAMP_DIW_01,P08,Home Care,1190,BOGOF,49,186,"? 58,310","? 2,21,340","? 1,63,030",280%,323,659%
9413a7,STHYD-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,80,124,"? 15,200","? 11,780","-? 3,420",-23%,44,55%
b97dfe,STBLR-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,56,196,"? 16,800","? 58,800","? 42,000",250%,336,600%
950a84,STBLR-9,CAMP_SAN_01,P11,Personal Care,190,50% OFF,52,73,"? 9,880","? 6,935","-? 2,945",-30%,21,40%
686a37,STBLR-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,85,350,"? 86,700","? 3,57,000","? 2,70,300",312%,615,724%
f0500d,STCHE-6,CAMP_DIW_01,P09,Personal Care,110,50% OFF,66,82,"? 7,260","? 4,510","-? 2,750",-38%,16,24%
c16abb,STCHE-7,CAMP_SAN_01,P08,Home Care,1190,BOGOF,42,186,"? 49,980","? 2,21,340","? 1,71,360",343%,330,786%
581ca5,STMDU-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,90,371,"? 31,500","? 1,29,850","? 98,350",312%,652,724%
36968d,STMDU-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,289,404,"? 2,48,540","? 2,32,785","-? 15,755",-6%,115,40%
f8a417,STCBE-4,CAMP_SAN_01,P12,Personal Care,62,50% OFF,37,53,"? 2,294","? 1,643",-? 651,-28%,16,43%
400cab,STCHE-4,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,642,918,"? 5,52,120","? 5,28,952","-? 23,168",-4%,276,43%
ef7122,STMLR-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,211,614,"? 6,33,000","? 15,35,000","? 9,02,000",142%,403,191%
66b476,STBLR-6,CAMP_DIW_01,P10,Personal Care,65,50% OFF,103,160,"? 6,695","? 5,200","-? 1,495",-22%,57,55%
5bbf38,STBLR-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,78,104,"? 8,580","? 5,720","-? 2,860",-33%,26,33%
e67501,STVSK-4,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,85,215,"? 29,750","? 75,250","? 45,500",153%,345,406%
3.14E+36,STCBE-4,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,252,226,"? 73,080","? 49,155","-? 23,925",-33%,-26,-10%
98d4e3,STMLR-2,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,70,281,"? 24,500","? 98,350","? 73,850",301%,492,703%
60229b,STCBE-3,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,241,404,"? 41,452","? 46,557","? 5,105",12%,163,68%
35a25f,STBLR-9,CAMP_DIW_01,P11,Personal Care,190,50% OFF,75,98,"? 14,250","? 9,310","-? 4,940",-35%,23,31%
4cf56a,STBLR-9,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,311,304,"? 90,190","? 66,120","-? 24,070",-27%,-7,-2%
4d3722,STMLR-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,175,150,"? 50,750","? 32,625","-? 18,125",-36%,-25,-14%
5e59a1,STTRV-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,12,11,? 660,? 454,-? 206,-31%,-1,-8%
0f8686,STVSK-0,CAMP_SAN_01,P07,Home Care,300,BOGOF,24,92,"? 7,200","? 27,600","? 20,400",283%,160,667%
c092d4,STBLR-4,CAMP_DIW_01,P07,Home Care,300,BOGOF,70,243,"? 21,000","? 72,900","? 51,900",247%,416,594%
24541f,STBLR-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,111,290,"? 38,850","? 1,01,500","? 62,650",161%,469,423%
8.31E+08,STCBE-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,33,129,"? 39,270","? 1,53,510","? 1,14,240",291%,225,682%
ebbe5d,STCHE-2,CAMP_SAN_01,P06,Home Care,415,25% OFF,25,22,"? 10,375","? 6,848","-? 3,528",-34%,-3,-12%
2ae8b8,STCBE-2,CAMP_SAN_01,P10,Personal Care,50,25% OFF,22,18,"? 1,100",? 675,-? 425,-39%,-4,-18%
dafaa4,STVJD-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,13,9,? 715,? 371,-? 344,-48%,-4,-31%
4f757f,STMYS-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,129,540,"? 45,150","? 1,89,000","? 1,43,850",319%,951,737%
0894b7,STCHE-3,CAMP_SAN_01,P08,Home Care,1190,BOGOF,46,203,"? 54,740","? 2,41,570","? 1,86,830",341%,360,783%
a80b87,STVSK-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,49,76,"? 9,310","? 7,220","-? 2,090",-22%,27,55%
3f9b4d,STHYD-5,CAMP_SAN_01,P09,Personal Care,90,25% OFF,66,62,"? 5,940","? 4,185","-? 1,755",-30%,-4,-6%
6ed2f5,STBLR-4,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,84,285,"? 29,400","? 99,750","? 70,350",239%,486,579%
1.53E+07,STCHE-7,CAMP_SAN_01,P12,Personal Care,62,50% OFF,67,95,"? 4,154","? 2,945","-? 1,209",-29%,28,42%
855f49,STBLR-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,481,1890,"? 1,77,970","? 6,99,300","? 5,21,330",293%,3299,686%
4a8c38,STCHE-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,469,1861,"? 1,73,530","? 6,88,570","? 5,15,040",297%,3253,694%
1a1a02,STBLR-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,465,2064,"? 1,72,050","? 7,63,680","? 5,91,630",344%,3663,788%
1a4a61,STCHE-1,CAMP_SAN_01,P06,Home Care,415,25% OFF,36,29,"? 14,940","? 9,026","-? 5,914",-40%,-7,-19%
aeed36,STBLR-6,CAMP_SAN_01,P12,Personal Care,62,50% OFF,54,83,"? 3,348","? 2,573",-? 775,-23%,29,54%
e23132,STVJD-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,26,86,"? 30,940","? 1,02,340","? 71,400",231%,146,562%
d76198,STCHE-4,CAMP_DIW_01,P08,Home Care,1190,BOGOF,54,213,"? 64,260","? 2,53,470","? 1,89,210",294%,372,689%
0ae76a,STMLR-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,21,30,"? 3,990","? 2,850","-? 1,140",-29%,9,43%
ce39e4,STMLR-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,42,145,"? 14,700","? 50,750","? 36,050",245%,248,590%
8869,STCBE-4,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,75,200,"? 26,250","? 70,000","? 43,750",167%,325,433%
fcf54a,STCHE-7,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,348,334,"? 1,00,920","? 72,645","-? 28,275",-28%,-14,-4%
0b9826,STHYD-6,CAMP_DIW_01,P11,Personal Care,190,50% OFF,57,71,"? 10,830","? 6,745","-? 4,085",-38%,14,25%
fbab9b,STMYS-1,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,334,591,"? 57,448","? 68,107","? 10,659",19%,257,77%
e2c229,STTRV-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,54,125,"? 1,62,000","? 3,12,500","? 1,50,500",93%,71,131%
2e48c4,STVSK-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,50,76,"? 5,500","? 4,180","-? 1,320",-24%,26,52%
171bbb,STTRV-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,79,171,"? 2,37,000","? 4,27,500","? 1,90,500",80%,92,116%
ace471,STMDU-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,273,1201,"? 1,01,010","? 4,44,370","? 3,43,360",340%,2129,780%
a26e60,STTRV-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,36,122,"? 12,600","? 42,700","? 30,100",239%,208,578%
cb43c4,STCHE-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,106,424,"? 1,08,120","? 4,32,480","? 3,24,360",300%,742,700%
ba72b1,STMDU-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,15,12,? 825,? 495,-? 330,-40%,-3,-20%
e89f85,STCBE-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,18,"? 1,375",? 743,-? 633,-46%,-7,-28%
c95efb,STBLR-7,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,416,1389,"? 12,48,000","? 34,72,500","? 22,24,500",178%,973,234%
dec49d,STMDU-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,21,17,"? 1,155",? 701,-? 454,-39%,-4,-19%
a5800c,STMYS-3,CAMP_SAN_01,P12,Personal Care,62,50% OFF,60,67,"? 3,720","? 2,077","-? 1,643",-44%,7,12%
5d5637,STCHE-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,94,119,"? 10,340","? 6,545","-? 3,795",-37%,25,27%
f9d2c6,STBLR-9,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,111,429,"? 1,13,220","? 4,37,580","? 3,24,360",286%,747,673%
0ee55a,STHYD-5,CAMP_DIW_01,P06,Home Care,415,25% OFF,82,80,"? 34,030","? 24,900","-? 9,130",-27%,-2,-2%
1192bc,STCBE-4,CAMP_DIW_01,P11,Personal Care,190,50% OFF,59,79,"? 11,210","? 7,505","-? 3,705",-33%,20,34%
be65d7,STTRV-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,54,68,"? 3,348","? 2,108","-? 1,240",-37%,14,26%
6bb477,STHYD-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,318,276,"? 92,220","? 60,030","-? 32,190",-35%,-42,-13%
a2d32f,STVSK-3,CAMP_SAN_01,P09,Personal Care,90,25% OFF,39,31,"? 3,510","? 2,093","-? 1,418",-40%,-8,-21%
5f29e7,STMLR-1,CAMP_DIW_01,P12,Personal Care,62,50% OFF,71,90,"? 4,402","? 2,790","-? 1,612",-37%,19,27%
802dfa,STBLR-3,CAMP_SAN_01,P07,Home Care,300,BOGOF,54,217,"? 16,200","? 65,100","? 48,900",302%,380,704%
0b38d9,STMYS-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,29,115,"? 34,510","? 1,36,850","? 1,02,340",297%,201,693%
f013a9,STMYS-2,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,105,276,"? 1,07,100","? 2,81,520","? 1,74,420",163%,447,426%
ea916f,STTRV-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,18,16,? 900,? 600,-? 300,-33%,-2,-11%
2.70E+61,STHYD-1,CAMP_DIW_01,P05,Home Care,55,25% OFF,110,96,"? 6,050","? 3,960","-? 2,090",-35%,-14,-13%
bd3f78,STHYD-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,68,104,"? 12,920","? 9,880","-? 3,040",-24%,36,53%
feadc3,STCBE-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,21,19,"? 1,155",? 784,-? 371,-32%,-2,-10%
f41256,STMLR-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,58,128,"? 1,74,000","? 3,20,000","? 1,46,000",84%,70,121%
f25735,STBLR-3,CAMP_DIW_01,P09,Personal Care,110,50% OFF,66,85,"? 7,260","? 4,675","-? 2,585",-36%,19,29%
5729c0,STMYS-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,240,636,"? 88,800","? 2,35,320","? 1,46,520",165%,1032,430%
cf4f71,STHYD-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,250,382,"? 43,000","? 44,022","? 1,022",2%,132,53%
60ba75,STVJD-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,60,234,"? 21,000","? 81,900","? 60,900",290%,408,680%
6bce12,STMYS-0,CAMP_SAN_01,P07,Home Care,300,BOGOF,46,120,"? 13,800","? 36,000","? 22,200",161%,194,422%
25902,STMYS-2,CAMP_DIW_01,P11,Personal Care,190,50% OFF,70,93,"? 13,300","? 8,835","-? 4,465",-34%,23,33%
1dd472,STMLR-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,220,886,"? 81,400","? 3,27,820","? 2,46,420",303%,1552,705%
f94f2f,STTRV-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,28,92,"? 33,320","? 1,09,480","? 76,160",229%,156,557%
802b3c,STBLR-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,369,1007,"? 11,07,000","? 25,17,500","? 14,10,500",127%,638,173%
4aa7ef,STHYD-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,59,176,"? 17,700","? 52,800","? 35,100",198%,293,497%
